blue,green,red,ndwi,brightness,label,source_file
0.53858674,0.55597615,0.57677937,-0.018365124,0.55711406,0,Shasta_2007_09.tif
0.13812326,0.27353007,0.34029827,-0.10877323,0.25065053,0,Shasta_2007_09.tif
0.13812326,0.27353007,0.34029827,-0.10877323,0.25065053,0,Shasta_2007_09.tif
0.92271316,0.8953308,0.7747088,0.07222697,0.86425096,0,Shasta_2007_09.tif
1.0,1.0,0.92656446,0.038117338,0.9755215,0,Shasta_2007_09.tif
1.0,1.0,1.0,0.0,1.0,0,Shasta_2007_09.tif
0.029889885,0.22680517,0.3520518,-0.2163685,0.20291561,0,Shasta_2007_09.tif
0.071345314,0.2402835,0.3520518,-0.1886906,0.22122687,0,Shasta_2007_09.tif
0.29291743,0.36757892,0.5142505,-0.1663263,0.39158228,0,Shasta_2007_09.tif
0.35765323,0.53351223,0.5114297,0.021132741,0.4675317,0,Shasta_2007_09.tif
0.36041012,0.3809075,0.38378635,-0.0037646974,0.37503466,0,Shasta_2007_09.tif
0.037650015,0.2660421,0.36286506,-0.15395401,0.22218573,0,Shasta_2007_09.tif
0.5635009,0.60150295,0.58289117,0.015714172,0.58263165,0,Shasta_2007_09.tif
0.5635009,0.60150295,0.58289117,0.015714172,0.58263165,0,Shasta_2007_09.tif
0.16722375,0.18532182,0.23240085,-0.112703755,0.19498213,0,Shasta_2007_09.tif
0.12382829,0.12317171,0.15365218,-0.11010739,0.13355072,0,Shasta_2007_09.tif
0.037037373,0.21692105,0.35487264,-0.24126072,0.20294368,0,Shasta_2007_09.tif
0.29730803,0.4420093,0.5140155,-0.075318255,0.41777763,0,Shasta_2007_09.tif
0.35387528,0.4420093,0.5140155,-0.075318255,0.43663335,0,Shasta_2007_09.tif
0.2310406,0.25211447,0.26178467,-0.01881727,0.24831325,0,Shasta_2007_09.tif
0.19489473,0.24537532,0.21571083,0.064335965,0.2186603,0,Shasta_2007_09.tif
